order_line_key,date_key,delivery_date_key,cost_centre_key,vendor_key,product_key,currency_key,quantity,unit_price,line_total_amount,line_total_aud,line_total_usd,order_id,line_number,requisitioner,approval_status,source_filename,line_uid,original_currency,created_at
37d2eb798426356ed597c5167a1f776c,20250829,,62d296563f195530c1c981ff481b07b3,d64e0756aab2ec1bb750fbe1e057b307,b646c84ea74ebbd2ce27e17d75e2b819,1,4.0,131.82,527.28,816.1292567999999,527.28,ORD_US_671532,7,user_2096@company.com,APPROVED,data\source\orders_us_cc_us_001_202508.json,4225185058338468973,USD,2025-08-10 14:24:59.504+10
78a73ac0ef9d11cbca0066a99b828127,20250828,,d4680a0984ad2d62127cc2b5ec019624,bbc4ee462e9f76716579f1a6c5627b49,545b003f6bac13bcde42827f40560b61,2,5.0,322.05,1610.25,1610.25,1040.1889878529958,ORD_AU_572055,7,user_8871@company.com,PENDING,data\source\orders_au_cc_au_002_202508.json,17193449233580949978,AUD,2025-08-10 14:24:59.504+10
67f6e84a1396c92f794fcfe4d02e9f23,20250828,,91f0408a61f92f915ac67558b79fc8be,2daf87bc3b78cf832431558d684aa808,3952f9e49d5a126a3e4a8b216a7c4ac1,2,2.0,395.05,790.1,790.1,510.3886472924402,ORD_AU_662874,5,user_6062@company.com,PENDING,data\source\orders_au_cc_au_003_202508.json,1087806821207409232,AUD,2025-08-10 14:24:59.504+10
a4f719576a348444fb2f7b34343ec19a,20250828,,2f9cd7e07b2c3a542b837e13a2fc83d9,38e87d3db9b9a1d2dbe7321ac29df584,2a71cd7e3b9c19d2d3196dbb88037416,1,12.0,41.36,496.32,768.32122752,496.32,ORD_US_379902,3,user_7491@company.com,PENDING,data\source\orders_us_cc_us_005_202508.json,9347585432365173839,USD,2025-08-10 14:24:59.504+10
3d9860e09c2db8af1d6a9b3a8b4e39aa,20250828,,d70ed7a32bdc9dcadee90f6e0dbaf443,153f4fead6bcb7b8277efee4aed71c31,83126802147492a03a46ffe25a26e53f,1,4.0,118.67,474.68,734.82172848,474.68,ORD_US_734390,10,user_8389@company.com,SUBMITTED,data\source\orders_us_cc_us_002_202508.json,9402958227544027437,USD,2025-08-10 14:24:59.504+10
303fd619772b619c568977e68375fae0,20250828,,d70ed7a32bdc9dcadee90f6e0dbaf443,bbc4ee462e9f76716579f1a6c5627b49,89b40904deb88f8684c25d3c11340838,1,1.0,75.96,75.96,117.58881455999999,75.96,ORD_US_914019,6,user_7101@company.com,PENDING,data\source\orders_us_cc_us_002_202508.json,6012602385009448860,USD,2025-08-10 14:24:59.504+10
00b77bc0c0a41515c8f5149188e1b08c,20250827,,ae3328023c15672e5202871def883d8a,38e87d3db9b9a1d2dbe7321ac29df584,22579cec72b18e2776930b000867a9ed,2,5.0,319.49,1597.45,1597.45,1068.3640643914314,ORD_AU_101677,8,user_3565@company.com,SUBMITTED,data\source\orders_au_cc_au_004_202508.json,15507408249446303862,AUD,2025-08-10 14:24:59.504+10
932c24505f98567aaf8738dabe738881,20250827,20250831,91f0408a61f92f915ac67558b79fc8be,bbc4ee462e9f76716579f1a6c5627b49,14d8e65533f4138bc6edcf9a5e4a97dc,2,7.0,61.06,427.42,427.42,285.8556877537235,ORD_AU_181909,1,user_4014@company.com,PENDING,data\source\orders_au_cc_au_003_202508.json,12432559933320655900,AUD,2025-08-10 14:24:59.504+10
350e26474f8687599f1cb8691398d4dc,20250827,,8f8c5193945cd7cf3287ea3c935d3ddc,bbc4ee462e9f76716579f1a6c5627b49,b002fdf2ed9b8f986a5adcdaca47d83b,2,8.0,221.13,1769.04,1769.04,1183.1223290062399,ORD_AU_215393,10,user_9120@company.com,SUBMITTED,data\source\orders_au_cc_au_005_202508.json,16181666789656822499,AUD,2025-08-10 14:24:59.504+10
4b5ac54f37489f75374282364bffafb6,20250827,,ae3328023c15672e5202871def883d8a,38e87d3db9b9a1d2dbe7321ac29df584,08050882fdd8d3d1b5098035236859e6,2,4.0,324.48,1297.92,1297.92,868.0403683714211,ORD_AU_623063,3,user_7321@company.com,PENDING,data\source\orders_au_cc_au_004_202508.json,1258787842530828312,AUD,2025-08-10 14:24:59.504+10
29ee81819293699f9846ec2a8fa04f51,20250827,,ef87068ac6e5cd01dcca96f0ac205f08,d64e0756aab2ec1bb750fbe1e057b307,c33fccb601bd048e98ca0221d0513a45,1,3.0,137.2,411.59999999999997,615.4366679999999,411.59999999999997,ORD_US_305424,4,user_8485@company.com,SUBMITTED,data\source\orders_us_cc_us_004_202508.json,18031030747335491554,USD,2025-08-10 14:24:59.504+10
cfeb9c336ce96e8764aaf21a1a4482d4,20250827,,d4de6470b90d995178d2494307f639ef,d64e0756aab2ec1bb750fbe1e057b307,b646c84ea74ebbd2ce27e17d75e2b819,1,7.0,465.98,3261.86,4877.2309278,3261.86,ORD_US_597644,8,user_7994@company.com,PENDING,data\source\orders_us_cc_us_003_202508.json,1092795930579862366,USD,2025-08-10 14:24:59.504+10
c394229e0f587eab7f0b2bb0c954f9e0,20250827,,d70ed7a32bdc9dcadee90f6e0dbaf443,38e87d3db9b9a1d2dbe7321ac29df584,e6e3354b3bb843fb345fafb6ce93e951,1,8.0,375.59,3004.72,4492.7474856,3004.72,ORD_US_635439,5,user_8835@company.com,APPROVED,data\source\orders_us_cc_us_002_202508.json,14621797879727497528,USD,2025-08-10 14:24:59.504+10
f0b8e150d75feef4a50ee1f3b2dafa65,20250826,20250830,d4680a0984ad2d62127cc2b5ec019624,d64e0756aab2ec1bb750fbe1e057b307,362f93603b14f190cfa5cceeff63b2e5,2,4.0,44.85,179.4,179.4,116.25706679661883,ORD_AU_253759,7,user_8627@company.com,SUBMITTED,data\source\orders_au_cc_au_002_202508.json,17637077196684465191,AUD,2025-08-10 14:24:59.504+10
f11d4f5460e6e79480fbae791e3e3611,20250826,,91f0408a61f92f915ac67558b79fc8be,2daf87bc3b78cf832431558d684aa808,0dca678de53c67021d3c72a335854e78,2,3.0,105.89,317.67,317.67,205.86054854672187,ORD_AU_611047,3,user_8395@company.com,PENDING,data\source\orders_au_cc_au_003_202508.json,17801699931946185196,AUD,2025-08-10 14:24:59.504+10
e100bf64c70d08b7322780c4d2ee9293,20250826,,d4680a0984ad2d62127cc2b5ec019624,bbc4ee462e9f76716579f1a6c5627b49,545b003f6bac13bcde42827f40560b61,2,3.0,332.05,996.1500000000001,996.1500000000001,645.5377764183493,ORD_AU_974569,9,user_5041@company.com,APPROVED,data\source\orders_au_cc_au_002_202508.json,4052132343847735314,AUD,2025-08-10 14:24:59.504+10
7db7c32992805f1f8d3980d3728b4d8a,20250825,,91f0408a61f92f915ac67558b79fc8be,bbc4ee462e9f76716579f1a6c5627b49,ac4e5210849b355386428f1e4401382a,2,10.0,30.59,305.9,305.9,197.84856661656312,ORD_AU_174308,1,user_9297@company.com,SUBMITTED,data\source\orders_au_cc_au_003_202508.json,11527050827088385976,AUD,2025-08-10 14:24:59.504+10
52b9243cf51ff91b32a4f90de1771516,20250825,,91f0408a61f92f915ac67558b79fc8be,d64e0756aab2ec1bb750fbe1e057b307,362f93603b14f190cfa5cceeff63b2e5,2,4.0,152.85,611.4,611.4,395.43842311005784,ORD_AU_376863,5,user_6679@company.com,APPROVED,data\source\orders_au_cc_au_003_202508.json,1010076856345276052,AUD,2025-08-10 14:24:59.504+10
b25f7da8fea7d0fb59762ee8ec21e5f9,20250825,,d70ed7a32bdc9dcadee90f6e0dbaf443,2daf87bc3b78cf832431558d684aa808,3952f9e49d5a126a3e4a8b216a7c4ac1,1,1.0,423.42,423.42,654.66321144,423.42,ORD_US_183567,9,user_8958@company.com,APPROVED,data\source\orders_us_cc_us_002_202508.json,8971559142225751169,USD,2025-08-10 14:24:59.504+10
cf3cce9488abef154105b513782c569a,20250825,,2f9cd7e07b2c3a542b837e13a2fc83d9,153f4fead6bcb7b8277efee4aed71c31,b01bc4b6eab79ee7291fa015aad30beb,1,1.0,198.16,198.16,306.38151712,198.16,ORD_US_933728,8,user_9393@company.com,APPROVED,data\source\orders_us_cc_us_005_202508.json,12237051403765124286,USD,2025-08-10 14:24:59.504+10
7f2cc2602f819e4c4b6462a7d56d1db4,20250824,20250831,91f0408a61f92f915ac67558b79fc8be,d09e7ca98733633b21e000b80deb3263,872d517c29fd86390bd5247bfc49ab27,2,4.0,240.1,960.4,960.4,637.8593853463694,ORD_AU_935797,6,user_2233@company.com,SUBMITTED,data\source\orders_au_cc_au_003_202508.json,17473509330341155579,AUD,2025-08-10 14:24:59.504+10
514939af5070eebe36b9b01a1aee4ac4,20250824,20250829,d70ed7a32bdc9dcadee90f6e0dbaf443,2daf87bc3b78cf832431558d684aa808,3952f9e49d5a126a3e4a8b216a7c4ac1,1,2.0,166.22,332.44,500.54194284,332.44,ORD_US_498647,1,user_2122@company.com,APPROVED,data\source\orders_us_cc_us_002_202508.json,5936450544926616794,USD,2025-08-10 14:24:59.504+10
92e59677e398c2f7008fbcc46e8b19c7,20250824,20250831,d70ed7a32bdc9dcadee90f6e0dbaf443,d64e0756aab2ec1bb750fbe1e057b307,7dc3e5695fb22c9292eaf00faf9b3a8a,1,4.0,113.01,452.04,680.61899844,452.04,ORD_US_860563,7,user_6869@company.com,APPROVED,data\source\orders_us_cc_us_002_202508.json,17795785605876361167,USD,2025-08-10 14:24:59.504+10
e902c3df74631ef372a8a5f2d2c79976,20250823,,ae3328023c15672e5202871def883d8a,d64e0756aab2ec1bb750fbe1e057b307,9a46757e81ccf82fe0b6c45bff5e1ea5,2,3.0,119.36,358.08,358.08,239.25465440103483,ORD_AU_479249,3,user_5258@company.com,SUBMITTED,data\source\orders_au_cc_au_004_202508.json,17891940472508688322,AUD,2025-08-10 14:24:59.504+10
efdb4192428d233c4f98a6b5cfcfec94,20250823,20250827,d4de6470b90d995178d2494307f639ef,d64e0756aab2ec1bb750fbe1e057b307,c33fccb601bd048e98ca0221d0513a45,1,1.0,356.67,356.67,533.80944216,356.67,ORD_US_686776,1,user_1536@company.com,APPROVED,data\source\orders_us_cc_us_003_202508.json,2636049303511153874,USD,2025-08-10 14:24:59.504+10
9205d623582124c639f2db0c98ec3457,20250823,20250829,2f9cd7e07b2c3a542b837e13a2fc83d9,153f4fead6bcb7b8277efee4aed71c31,b01bc4b6eab79ee7291fa015aad30beb,1,5.0,100.29,501.45000000000005,750.4941396,501.45000000000005,ORD_US_700140,8,user_1417@company.com,APPROVED,data\source\orders_us_cc_us_005_202508.json,9410543728089605270,USD,2025-08-10 14:24:59.504+10
583745dbda97e7e34882d4104c6f3326,20250822,,ae3328023c15672e5202871def883d8a,153f4fead6bcb7b8277efee4aed71c31,89b40904deb88f8684c25d3c11340838,2,8.0,119.37,954.96,954.96,617.50635961197,ORD_AU_552459,5,user_2152@company.com,PENDING,data\source\orders_au_cc_au_004_202508.json,17430465916597579207,AUD,2025-08-10 14:24:59.504+10
7bccf796a89d48f192d434c917f688ec,20250822,20250826,d70ed7a32bdc9dcadee90f6e0dbaf443,2daf87bc3b78cf832431558d684aa808,2d76498279fceb080c8276f555bf5877,1,10.0,99.38,993.8,1536.8898364,993.8,ORD_US_151857,3,user_9478@company.com,SUBMITTED,data\source\orders_us_cc_us_002_202508.json,12438090855545818937,USD,2025-08-10 14:24:59.504+10
a2f166392152f9671e1f0be35fd4cd32,20250822,,62d296563f195530c1c981ff481b07b3,2daf87bc3b78cf832431558d684aa808,0a140f8a70774cc6ca46ee58372c5a3c,1,4.0,162.03,648.12,1002.30332136,648.12,ORD_US_214605,7,user_7002@company.com,SUBMITTED,data\source\orders_us_cc_us_001_202508.json,18115993210603715207,USD,2025-08-10 14:24:59.504+10
6574c3f08e85e692ea3547b269ef050c,20250822,20250827,ef87068ac6e5cd01dcca96f0ac205f08,bbc4ee462e9f76716579f1a6c5627b49,545b003f6bac13bcde42827f40560b61,1,4.0,93.01,372.04,575.3516751200001,372.04,ORD_US_510114,3,user_4390@company.com,PENDING,data\source\orders_us_cc_us_004_202508.json,8593507938213879849,USD,2025-08-10 14:24:59.504+10
eed6e157e3a68da47ad0e5cd5746d487,20250822,20250831,d4de6470b90d995178d2494307f639ef,153f4fead6bcb7b8277efee4aed71c31,b01bc4b6eab79ee7291fa015aad30beb,1,5.0,483.36,2416.8,3737.5280304000003,2416.8,ORD_US_539143,3,user_6050@company.com,SUBMITTED,data\source\orders_us_cc_us_003_202508.json,14749313933845204326,USD,2025-08-10 14:24:59.504+10
3f61faa29b795a81d75e2702c8df2123,20250822,20250830,2f9cd7e07b2c3a542b837e13a2fc83d9,2daf87bc3b78cf832431558d684aa808,fc0d38e46b4443f94954594b391adb75,1,8.0,293.33,2346.64,3629.02713392,2346.64,ORD_US_768093,2,user_7540@company.com,SUBMITTED,data\source\orders_us_cc_us_005_202508.json,986043969258312256,USD,2025-08-10 14:24:59.504+10
f70d8b856963d5fd89ab79891a8ee97a,20250822,20250831,d70ed7a32bdc9dcadee90f6e0dbaf443,d09e7ca98733633b21e000b80deb3263,83126802147492a03a46ffe25a26e53f,1,3.0,148.34,445.02,688.2136395599999,445.02,ORD_US_905820,8,user_4209@company.com,SUBMITTED,data\source\orders_us_cc_us_002_202508.json,14458814808501609740,USD,2025-08-10 14:24:59.504+10
62f3ed1a6933ce3dc7d78b7856cf9e48,20250821,,d4680a0984ad2d62127cc2b5ec019624,38e87d3db9b9a1d2dbe7321ac29df584,e6e3354b3bb843fb345fafb6ce93e951,2,3.0,13.63,40.89,40.89,27.410281436355056,ORD_AU_324653,2,user_2585@company.com,APPROVED,data\source\orders_au_cc_au_002_202508.json,3173045057962611002,AUD,2025-08-10 14:24:59.504+10
33136fe88b1d9fd6f3c25ff7a0011763,20250820,20250829,ae3328023c15672e5202871def883d8a,bbc4ee462e9f76716579f1a6c5627b49,b002fdf2ed9b8f986a5adcdaca47d83b,2,12.0,243.03,2916.36,2916.36,1922.4205270183418,ORD_AU_139104,10,user_9712@company.com,SUBMITTED,data\source\orders_au_cc_au_004_202508.json,13403789666431029340,AUD,2025-08-10 14:24:59.504+10
40ea7be50107c9739cfb98f20583cec9,20250820,20250828,d4680a0984ad2d62127cc2b5ec019624,d64e0756aab2ec1bb750fbe1e057b307,b646c84ea74ebbd2ce27e17d75e2b819,2,1.0,330.6,330.6,330.6,217.92653384090573,ORD_AU_313010,9,user_6556@company.com,APPROVED,data\source\orders_au_cc_au_002_202508.json,2465207740142329704,AUD,2025-08-10 14:24:59.504+10
d50e9396387c380f77f4d44a01c100f8,20250820,20250830,2f9cd7e07b2c3a542b837e13a2fc83d9,bbc4ee462e9f76716579f1a6c5627b49,b002fdf2ed9b8f986a5adcdaca47d83b,1,9.0,247.86,2230.7400000000002,3384.0883485000004,2230.7400000000002,ORD_US_836741,9,user_5195@company.com,SUBMITTED,data\source\orders_us_cc_us_005_202508.json,4232744348445486914,USD,2025-08-10 14:24:59.504+10
b60c5b8c69451e258a1f07179a8b1690,20250819,,c977754b89e8dc8ba17cdeaa23d38ae7,2daf87bc3b78cf832431558d684aa808,3952f9e49d5a126a3e4a8b216a7c4ac1,2,2.0,96.08,192.16,192.16,124.5191052198103,ORD_AU_601493,2,user_1903@company.com,PENDING,data\source\orders_au_cc_au_001_202508.json,7511974662851253878,AUD,2025-08-10 14:24:59.504+10
3f790073fe2174e3fd88ef41c617c8e9,20250819,20250828,8f8c5193945cd7cf3287ea3c935d3ddc,38e87d3db9b9a1d2dbe7321ac29df584,08050882fdd8d3d1b5098035236859e6,2,4.0,412.55,1650.2,1650.2,1069.324663997351,ORD_AU_898998,2,user_3678@company.com,SUBMITTED,data\source\orders_au_cc_au_005_202508.json,9800190773646743465,AUD,2025-08-10 14:24:59.504+10
808d2c1a49d1d83f3ce04227e9904c2e,20250819,20250823,d70ed7a32bdc9dcadee90f6e0dbaf443,d09e7ca98733633b21e000b80deb3263,ef040431c412d76a8d54d6f256a49b09,1,3.0,234.58,703.74,1086.02353158,703.74,ORD_US_449208,1,user_9993@company.com,APPROVED,data\source\orders_us_cc_us_002_202508.json,8711157264063832320,USD,2025-08-10 14:24:59.504+10
2f90a240785eeb8beda81cc56dca9f02,20250818,20250825,91f0408a61f92f915ac67558b79fc8be,d09e7ca98733633b21e000b80deb3263,c7ce8e91f8a0069a94842b91867b046f,2,2.0,462.21,924.42,924.42,597.8429228221145,ORD_AU_363978,8,user_3993@company.com,APPROVED,data\source\orders_au_cc_au_003_202508.json,9616384794921615453,AUD,2025-08-10 14:24:59.504+10
ef855dcc672891329c5e59c5b14eff46,20250818,20250821,91f0408a61f92f915ac67558b79fc8be,2daf87bc3b78cf832431558d684aa808,3952f9e49d5a126a3e4a8b216a7c4ac1,2,3.0,153.8,461.40000000000003,461.40000000000003,298.39761644071274,ORD_AU_733327,1,user_1337@company.com,PENDING,data\source\orders_au_cc_au_003_202508.json,9815265814684446337,AUD,2025-08-10 14:24:59.504+10
97151872eb639b84ce104eaa1262ea5a,20250818,20250825,d4680a0984ad2d62127cc2b5ec019624,d64e0756aab2ec1bb750fbe1e057b307,7da598bcf0c556d64707a92b63efee08,2,15.0,251.98,3779.7,3779.7,2444.415844952236,ORD_AU_741279,6,user_8489@company.com,PENDING,data\source\orders_au_cc_au_002_202508.json,18078252222608972064,AUD,2025-08-10 14:24:59.504+10
c6492a513947cf44d75f73ed67c3cb49,20250818,20250822,91f0408a61f92f915ac67558b79fc8be,2daf87bc3b78cf832431558d684aa808,0dca678de53c67021d3c72a335854e78,2,2.0,443.3,886.6,886.6,573.3838897623232,ORD_AU_925739,8,user_3755@company.com,APPROVED,data\source\orders_au_cc_au_003_202508.json,7904391349595628236,AUD,2025-08-10 14:24:59.504+10
67daf4c8373a9cdc8ab74bc9cdac0b53,20250818,,62d296563f195530c1c981ff481b07b3,2daf87bc3b78cf832431558d684aa808,0dca678de53c67021d3c72a335854e78,1,2.0,137.3,274.6,424.60272140000006,274.6,ORD_US_277462,8,user_8120@company.com,PENDING,data\source\orders_us_cc_us_001_202508.json,10309918187919703753,USD,2025-08-10 14:24:59.504+10
4a62d0e122bf26fad52fd738c2966e87,20250818,20250828,d70ed7a32bdc9dcadee90f6e0dbaf443,d64e0756aab2ec1bb750fbe1e057b307,b646c84ea74ebbd2ce27e17d75e2b819,1,3.0,236.2,708.5999999999999,1095.6791274,708.5999999999999,ORD_US_475365,9,user_7273@company.com,APPROVED,data\source\orders_us_cc_us_002_202508.json,8054764300025509734,USD,2025-08-10 14:24:59.504+10
243e060f0fac0fecb0d879bca228a8c0,20250818,20250828,d4de6470b90d995178d2494307f639ef,bbc4ee462e9f76716579f1a6c5627b49,545b003f6bac13bcde42827f40560b61,1,1.0,326.25,326.25,504.46699875,326.25,ORD_US_585122,5,user_7858@company.com,SUBMITTED,data\source\orders_us_cc_us_003_202508.json,15034863118495380466,USD,2025-08-10 14:24:59.504+10
eeda2d43dcbddc77dcb2ccf2c1c830e6,20250818,20250830,2f9cd7e07b2c3a542b837e13a2fc83d9,2daf87bc3b78cf832431558d684aa808,2a71cd7e3b9c19d2d3196dbb88037416,1,6.0,122.93,737.58,1140.48971322,737.58,ORD_US_752585,7,user_6068@company.com,SUBMITTED,data\source\orders_us_cc_us_005_202508.json,18066760617327266511,USD,2025-08-10 14:24:59.504+10
2f40a342a493c0e89d82dc513003c476,20250818,20250830,d70ed7a32bdc9dcadee90f6e0dbaf443,2daf87bc3b78cf832431558d684aa808,3952f9e49d5a126a3e4a8b216a7c4ac1,1,5.0,195.31,976.55,1509.99922645,976.55,ORD_US_870449,8,user_5531@company.com,SUBMITTED,data\source\orders_us_cc_us_002_202508.json,11989857804444728829,USD,2025-08-10 14:24:59.504+10
7a32d9233d82dd725c43de2953811a3a,20250818,20250823,d70ed7a32bdc9dcadee90f6e0dbaf443,153f4fead6bcb7b8277efee4aed71c31,83126802147492a03a46ffe25a26e53f,1,3.0,369.14,1107.42,1712.35814178,1107.42,ORD_US_889097,8,user_7050@company.com,SUBMITTED,data\source\orders_us_cc_us_002_202508.json,7925881031338723049,USD,2025-08-10 14:24:59.504+10
fae7699ddb7a3cbabc16d9e693c95096,20250818,20250831,d4de6470b90d995178d2494307f639ef,bbc4ee462e9f76716579f1a6c5627b49,89b40904deb88f8684c25d3c11340838,1,2.0,391.18,782.36,1209.73119124,782.36,ORD_US_915431,1,user_2474@company.com,APPROVED,data\source\orders_us_cc_us_003_202508.json,3951359920112921496,USD,2025-08-10 14:24:59.504+10
d09800430a5e943854dddd878bb15899,20250817,20250826,8f8c5193945cd7cf3287ea3c935d3ddc,bbc4ee462e9f76716579f1a6c5627b49,9a46757e81ccf82fe0b6c45bff5e1ea5,2,1.0,132.57,132.57,132.57,87.4520751809467,ORD_AU_501406,7,user_4388@company.com,APPROVED,data\source\orders_au_cc_au_005_202508.json,16083650013166739585,AUD,2025-08-10 14:24:59.504+10
497cef890fb674627d64616d142c3744,20250817,20250831,c977754b89e8dc8ba17cdeaa23d38ae7,153f4fead6bcb7b8277efee4aed71c31,b01bc4b6eab79ee7291fa015aad30beb,2,3.0,178.8,536.4000000000001,536.4000000000001,353.84546373281904,ORD_AU_605944,9,user_5294@company.com,SUBMITTED,data\source\orders_au_cc_au_001_202508.json,3632812217414336778,AUD,2025-08-10 14:24:59.504+10
aad626085dad7e35d1e9a82b39815068,20250817,20250827,91f0408a61f92f915ac67558b79fc8be,d64e0756aab2ec1bb750fbe1e057b307,c33fccb601bd048e98ca0221d0513a45,2,8.0,231.49,1851.92,1851.92,1221.6508038703992,ORD_AU_820249,4,user_7123@company.com,SUBMITTED,data\source\orders_au_cc_au_003_202508.json,15579717854448740009,AUD,2025-08-10 14:24:59.504+10
b6c67103a055d986a6e15b9362632902,20250817,20250825,c977754b89e8dc8ba17cdeaa23d38ae7,38e87d3db9b9a1d2dbe7321ac29df584,e6e3354b3bb843fb345fafb6ce93e951,2,5.0,340.28,1701.3999999999999,1701.3999999999999,1122.3577031972748,ORD_AU_856399,4,user_3725@company.com,APPROVED,data\source\orders_au_cc_au_001_202508.json,9415277261272706188,AUD,2025-08-10 14:24:59.504+10
c3cfa248cd26b4d7ab750b70a0d20216,20250817,20250821,62d296563f195530c1c981ff481b07b3,2daf87bc3b78cf832431558d684aa808,3952f9e49d5a126a3e4a8b216a7c4ac1,1,2.0,430.08,860.16,1303.93030656,860.16,ORD_US_488555,2,user_5392@company.com,SUBMITTED,data\source\orders_us_cc_us_001_202508.json,8594518086399708102,USD,2025-08-10 14:24:59.504+10
7fead57a7badc8d8980e030efaa03c34,20250817,20250831,d4de6470b90d995178d2494307f639ef,38e87d3db9b9a1d2dbe7321ac29df584,08050882fdd8d3d1b5098035236859e6,1,4.0,388.86,1555.44,2357.9163830400003,1555.44,ORD_US_507245,4,user_3009@company.com,PENDING,data\source\orders_us_cc_us_003_202508.json,4958079476889255546,USD,2025-08-10 14:24:59.504+10
19e17f77d2c6d2facbeb678bb8cd062c,20250816,20250826,2f9cd7e07b2c3a542b837e13a2fc83d9,153f4fead6bcb7b8277efee4aed71c31,0cbeeb2bf9183870f6859a7a8e69349e,1,2.0,394.95,789.9,1183.2986363999999,789.9,ORD_US_770120,6,user_2855@company.com,SUBMITTED,data\source\orders_us_cc_us_005_202508.json,16300856266476690418,USD,2025-08-10 14:24:59.504+10
60c2f1ab69879c00213db4dfa2b904c9,20250816,20250822,d70ed7a32bdc9dcadee90f6e0dbaf443,153f4fead6bcb7b8277efee4aed71c31,7df3f81f0069cc35c619759daa7ffb4d,1,6.0,246.79,1480.74,2218.20182664,1480.74,ORD_US_991695,4,user_5445@company.com,APPROVED,data\source\orders_us_cc_us_002_202508.json,5022395277218747504,USD,2025-08-10 14:24:59.504+10
